61,46,0
62,46,0
63,46,0
64,46,0
65,46,0
66,46,0
67,46,0
58,45,0
59,45,0
60,45,0
61,45,0
62,45,0
63,45,0
64,45,0
65,45,0
66,45,0
67,45,0
4,44,0
5,44,0
6,44,0
7,44,0
8,44,0
9,44,0
10,44,0
11,44,0
56,44,0
57,44,0
58,44,0
59,44,0
60,44,0
61,44,0
62,44,0
63,44,0
64,44,0
65,44,0
66,44,0
67,44,0
4,43,0
5,43,0
6,43,0
7,43,0
8,43,0
9,43,0
10,43,0
11,43,0
12,43,0
13,43,0
14,43,0
54,43,0
55,43,0
56,43,0
57,43,0
58,43,0
59,43,0
63,43,0
64,43,0
65,43,0
66,43,0
67,43,0
4,42,0
5,42,0
6,42,0
7,42,0
8,42,0
9,42,0
12,42,0
13,42,0
14,42,0
15,42,0
16,42,0
17,42,0
52,42,0
53,42,0
54,42,0
55,42,0
57,42,0
58,42,0
59,42,0
60,42,0
61,42,0
62,42,0
63,42,0
64,42,0
65,42,0
67,42,0
4,41,0
5,41,0
6,41,0
7,41,0
8,41,0
9,41,0
11,41,0
12,41,0
13,41,0
14,41,0
15,41,0
16,41,0
17,41,0
18,41,0
51,41,0
52,41,0
53,41,0
54,41,0
55,41,0
56,41,0
57,41,0
58,41,0
59,41,0
60,41,0
62,41,0
63,41,0
64,41,0
65,41,0
66,41,0
67,41,0
4,40,0
6,40,0
7,40,0
8,40,0
9,40,0
12,40,0
13,40,0
14,40,0
16,40,0
17,40,0
18,40,0
19,40,0
20,40,0
27,40,0
43,40,0
44,40,0
50,40,0
51,40,0
52,40,0
53,40,0
55,40,0
56,40,0
57,40,0
58,40,0
59,40,0
60,40,0
61,40,0
62,40,0
63,40,0
64,40,0
65,40,0
66,40,0
4,39,0
5,39,0
6,39,0
7,39,0
8,39,0
9,39,0
10,39,0
11,39,0
12,39,0
13,39,0
14,39,0
15,39,0
16,39,0
19,39,0
20,39,0
21,39,0
22,39,0
28,39,0
29,39,0
42,39,0
43,39,0
48,39,0
49,39,0
50,39,0
51,39,0
52,39,0
54,39,0
56,39,0
58,39,0
62,39,0
63,39,0
64,39,0
65,39,0
66,39,0
5,38,0
6,38,0
7,38,0
8,38,0
10,38,0
11,38,0
12,38,0
13,38,0
14,38,0
15,38,0
16,38,0
17,38,0
18,38,0
19,38,0
20,38,0
21,38,0
22,38,0
23,38,0
29,38,0
30,38,0
41,38,0
42,38,0
47,38,0
48,38,0
49,38,0
50,38,0
51,38,0
52,38,0
53,38,0
54,38,0
55,38,0
56,38,0
58,38,0
59,38,0
61,38,0
62,38,0
63,38,0
64,38,0
65,38,0
5,37,0
7,37,0
8,37,0
9,37,0
10,37,0
13,37,0
15,37,0
16,37,0
17,37,0
18,37,0
19,37,0
20,37,0
21,37,0
22,37,0
23,37,0
24,37,0
30,37,0
41,37,0
46,37,0
47,37,0
48,37,0
49,37,0
53,37,0
54,37,0
57,37,0
58,37,0
59,37,0
60,37,0
61,37,0
62,37,0
63,37,0
64,37,0
65,37,0
6,36,0
8,36,0
9,36,0
10,36,0
11,36,0
12,36,0
13,36,0
14,36,0
15,36,0
16,36,0
17,36,0
18,36,0
19,36,0
23,36,0
24,36,0
25,36,0
26,36,0
31,36,0
40,36,0
45,36,0
46,36,0
47,36,0
58,36,0
59,36,0
61,36,0
62,36,0
63,36,0
64,36,0
7,35,0
8,35,0
9,35,0
10,35,0
11,35,0
12,35,0
13,35,0
14,35,0
25,35,0
26,35,0
27,35,0
32,35,0
39,35,0
40,35,0
44,35,0
45,35,0
46,35,0
52,35,0
58,35,0
59,35,0
61,35,0
62,35,0
63,35,0
64,35,0
7,34,0
8,34,0
9,34,0
10,34,0
13,34,0
14,34,0
26,34,0
27,34,0
28,34,0
33,34,0
39,34,0
43,34,0
44,34,0
51,34,0
52,34,0
58,34,0
59,34,0
60,34,0
61,34,0
63,34,0
8,33,0
9,33,0
10,33,0
11,33,0
12,33,0
13,33,0
14,33,0
20,33,0
27,33,0
28,33,0
29,33,0
33,33,0
38,33,0
39,33,0
42,33,0
43,33,0
44,33,0
50,33,0
51,33,0
52,33,0
53,33,0
56,33,0
57,33,0
59,33,0
60,33,0
61,33,0
62,33,0
63,33,0
9,32,0
10,32,0
11,32,0
12,32,0
13,32,0
14,32,0
15,32,0
18,32,0
19,32,0
20,32,0
21,32,0
22,32,0
29,32,0
30,32,0
34,32,0
38,32,0
42,32,0
43,32,0
57,32,0
59,32,0
60,32,0
62,32,0
63,32,0
9,31,0
10,31,0
11,31,0
12,31,0
13,31,0
15,31,0
16,31,0
22,31,0
23,31,0
30,31,0
31,31,0
34,31,0
38,31,0
41,31,0
42,31,0
57,31,0
58,31,0
59,31,0
60,31,0
61,31,0
62,31,0
9,30,0
12,30,0
13,30,0
14,30,0
24,30,0
31,30,0
32,30,0
35,30,0
37,30,0
40,30,0
41,30,0
48,30,0
57,30,0
58,30,0
59,30,0
60,30,0
61,30,0
62,30,0
10,29,0
11,29,0
12,29,0
14,29,0
24,29,0
32,29,0
33,29,0
35,29,0
36,29,0
37,29,0
39,29,0
40,29,0
47,29,0
48,29,0
49,29,0
50,29,0
51,29,0
57,29,0
58,29,0
59,29,0
60,29,0
62,29,0
10,28,0
11,28,0
12,28,0
13,28,0
14,28,0
15,28,0
21,28,0
22,28,0
23,28,0
24,28,0
25,28,0
33,28,0
35,28,0
36,28,0
37,28,0
38,28,0
39,28,0
52,28,0
55,28,0
56,28,0
57,28,0
58,28,0
59,28,0
60,28,0
61,28,0
62,28,0
10,27,0
12,27,0
13,27,0
14,27,0
15,27,0
16,27,0
17,27,0
19,27,0
20,27,0
34,27,0
35,27,0
37,27,0
38,27,0
43,27,0
56,27,0
57,27,0
58,27,0
60,27,0
61,27,0
10,26,0
11,26,0
12,26,0
13,26,0
14,26,0
15,26,0
16,26,0
34,26,0
35,26,0
37,26,0
38,26,0
41,26,0
42,26,0
57,26,0
58,26,0
59,26,0
60,26,0
61,26,0
11,25,0
13,25,0
15,25,0
32,25,0
35,25,0
37,25,0
38,25,0
40,25,0
57,25,0
58,25,0
59,25,0
60,25,0
61,25,0
11,24,0
12,24,0
13,24,0
14,24,0
15,24,0
16,24,0
33,24,0
34,24,0
35,24,0
38,24,0
45,24,0
46,24,0
47,24,0
48,24,0
49,24,0
50,24,0
51,24,0
52,24,0
56,24,0
58,24,0
59,24,0
61,24,0
11,23,0
12,23,0
13,23,0
14,23,0
16,23,0
20,23,0
21,23,0
22,23,0
23,23,0
24,23,0
25,23,0
26,23,0
27,23,0
28,23,0
29,23,0
30,23,0
31,23,0
32,23,0
33,23,0
34,23,0
38,23,0
39,23,0
40,23,0
41,23,0
42,23,0
43,23,0
44,23,0
53,23,0
54,23,0
55,23,0
60,23,0
12,22,0
17,22,0
18,22,0
19,22,0
20,22,0
25,22,0
