22,25,0
23,25,0
21,24,0
24,24,0
20,23,0
25,23,0
19,22,0
20,22,0
25,22,0
15,21,0
19,21,0
25,21,0
15,20,0
19,20,0
25,20,0
12,19,0
15,19,0
18,19,0
25,19,0
13,18,0
14,18,0
15,18,0
16,18,0
18,18,0
25,18,0
14,17,0
16,17,0
17,17,0
24,17,0
6,16,0
7,16,0
8,16,0
9,16,0
10,16,0
14,16,0
17,16,0
25,16,0
4,15,0
5,15,0
12,15,0
13,15,0
14,15,0
15,15,0
17,15,0
26,15,0
4,14,0
15,14,0
18,14,0
27,14,0
4,13,0
16,13,0
18,13,0
19,13,0
27,13,0
4,12,0
5,12,0
16,12,0
17,12,0
19,12,0
27,12,0
5,11,0
17,11,0
20,11,0
26,11,0
6,10,0
7,10,0
8,10,0
18,10,0
20,10,0
21,10,0
25,10,0
26,10,0
9,9,0
10,9,0
18,9,0
21,9,0
22,9,0
23,9,0
24,9,0
10,8,0
18,8,0
19,8,0
20,8,0
21,8,0
11,7,0
18,7,0
11,6,0
17,6,0
12,5,0
16,5,0
17,5,0
13,4,0
14,4,0
15,4,0
