3,15,3
3,16,3
3,17,3
3,18,3
3,19,3
3,20,3
3,21,3
3,22,3
3,14,4
3,15,4
3,16,4
3,17,4
3,18,4
3,19,4
3,20,4
3,21,4
3,22,4
3,23,4
3,13,5
3,14,5
3,15,5
3,16,5
3,17,5
3,20,5
3,21,5
3,22,5
3,23,5
3,24,5
3,12,6
3,13,6
3,14,6
3,15,6
3,22,6
3,23,6
3,24,6
3,25,6
3,12,7
3,13,7
3,14,7
3,23,7
3,24,7
3,25,7
3,12,8
3,13,8
3,14,8
3,23,8
3,24,8
3,25,8
3,12,9
3,13,9
3,24,9
3,25,9
3,12,10
3,13,10
3,14,10
3,23,10
3,24,10
3,25,10
3,12,11
3,13,11
3,14,11
3,23,11
3,24,11
3,25,11
3,12,12
3,13,12
3,14,12
3,15,12
3,23,12
3,24,12
3,25,12
3,13,13
3,14,13
3,15,13
3,16,13
3,21,13
3,22,13
3,23,13
3,24,13
3,13,14
3,14,14
3,15,14
3,16,14
3,17,14
3,18,14
3,19,14
3,20,14
3,21,14
3,22,14
3,23,14
3,24,14
3,14,15
3,15,15
3,16,15
3,17,15
3,18,15
3,19,15
3,20,15
3,21,15
3,22,15
3,23,15
3,16,16
3,17,16
3,18,16
3,19,16
3,20,16
3,21,16
4,15,3
4,17,3
4,18,3
4,19,3
4,20,3
4,22,3
4,14,4
4,17,4
4,18,4
4,19,4
4,20,4
4,22,4
4,23,4
4,28,4
4,29,4
4,30,4
4,32,4
4,33,4
4,34,4
4,35,4
4,36,4
4,37,4
4,38,4
4,39,4
4,40,4
4,41,4
4,42,4
4,43,4
4,44,4
4,45,4
4,46,4
4,47,4
4,48,4
4,49,4
4,50,4
4,52,4
4,53,4
4,54,4
4,55,4
4,56,4
4,14,5
4,15,5
4,16,5
4,17,5
4,18,5
4,19,5
4,20,5
4,21,5
4,22,5
4,23,5
4,28,5
4,29,5
4,30,5
4,32,5
4,33,5
4,34,5
4,35,5
4,36,5
4,37,5
4,38,5
4,39,5
4,40,5
4,41,5
4,42,5
4,43,5
4,44,5
4,45,5
4,46,5
4,47,5
4,48,5
4,49,5
4,50,5
4,52,5
4,53,5
4,54,5
4,55,5
4,56,5
4,13,6
4,14,6
4,15,6
4,16,6
4,21,6
4,22,6
4,23,6
4,24,6
4,27,6
4,28,6
4,29,6
4,30,6
4,31,6
4,32,6
4,33,6
4,34,6
4,35,6
4,36,6
4,37,6
4,38,6
4,39,6
4,40,6
4,41,6
4,42,6
4,43,6
4,44,6
4,45,6
4,46,6
4,47,6
4,48,6
4,49,6
4,50,6
4,52,6
4,53,6
4,54,6
4,55,6
4,56,6
4,12,7
4,14,7
4,15,7
4,22,7
4,23,7
4,25,7
